player,shots,goals,xg_total,raw_conversion,expected_conversion,conv_mean,conv_hdi_low,conv_hdi_high,skill_mean,skill_hdi_low,skill_hdi_high,shrinkage,goals_minus_xg_raw,goals_minus_xg_shrunk
Domenico Berardi,14,0,1.1871977117596288,0.0,0.0847998365542592,0.08294642494367664,0.048379380038594294,0.1256944708917059,-0.024121794198033175,-0.6002435723913662,0.4392734217259531,0.9781436888808548,-1.1871977117596288,-0.025947762548155895
Yannick Ferreira Carrasco,17,0,1.2491831434526661,0.0,0.0734813613795686,0.0714551273278897,0.039790823694826026,0.11139108101383755,-0.03014666952262335,-0.6491124520629583,0.45779240937537624,0.9724251971705808,-1.2491831434526661,-0.034445978878541395
Ismaïla Sarr,12,0,1.373481528780875,0.0,0.11445679406507292,0.11129475512913166,0.07078266684222108,0.15952080743453062,-0.03157964765780985,-0.5287246610992637,0.38420601268830623,0.9723735147243114,-1.373481528780875,-0.03794446723129519
Mateo Kovačić,17,0,1.3468842113757697,0.0,0.0792284830221041,0.07664372930197713,0.043742385867284524,0.11771957682665748,-0.035971303906927155,-0.6318337315268328,0.43867143876954406,0.9673759534256658,-1.3468842113757697,-0.043940813242158594
Memphis Depay,39,3,4.792233194563459,0.07692307692307693,0.12287777421957588,0.11810559744848752,0.07877169847721303,0.1640804701746464,-0.04503701099839663,-0.4936979190312587,0.3372808219429346,0.8961547556216428,-1.792233194563459,-0.1861148940724462
Thomas Müller,14,0,1.661092465565741,0.0,0.11864946182612436,0.11398269827280026,0.07316624387485827,0.16238097414281846,-0.045407824554802634,-0.5337580623439133,0.36466387897285224,0.960667638255595,-1.661092465565741,-0.06533468974653744
Gabriel Fernando de Jesus,12,0,1.8734616191330222,0.0,0.15612180159441852,0.1498979030695498,0.10296199326779776,0.20378785386469866,-0.048030352713575475,-0.47736662192172874,0.3245855425681079,0.960134340871639,-1.8734616191330222,-0.07468678229842451
Gerard Moreno Balaguero,15,0,1.706007601156503,0.0,0.1137338400771002,0.10890988892026598,0.06912163683190926,0.15633879352888141,-0.04876839471873673,-0.5471044824590887,0.3674307351613437,0.9575856125708578,-1.706007601156503,-0.0723592673525133
Antoine Griezmann,44,2,3.695513082648048,0.045454545454545456,0.08398893369654654,0.08010822276573015,0.048249958268006904,0.11909487560969613,-0.05153412736425711,-0.5925640789757725,0.3883139174299055,0.8992922657433924,-1.695513082648048,-0.1707512809559213
Aleksandar Mitrović,36,3,5.028184424352875,0.08333333333333333,0.13967178956535764,0.13357632786538717,0.09151804496281611,0.18209766807902592,-0.05168231252020905,-0.4772202132884722,0.31581889652540185,0.8918063768934861,-2.028184424352875,-0.2194366211989367
Lautaro Javier Martínez,14,0,2.2826754070663458,0.0,0.16304824336188184,0.1546913533363808,0.10727591543438784,0.2088949763497156,-0.0625496582367624,-0.483153091070452,0.304121189788755,0.9487459057933355,-2.2826754070663458,-0.11699646035701461
Neymar da Silva Santos Junior,38,3,5.504411500404453,0.07894736842105263,0.14485293422116982,0.1365663411563251,0.09423385152439134,0.1852503643256194,-0.06855207414351483,-0.48744720349291026,0.29438184021959013,0.8742656562576694,-2.504411500404453,-0.31489053646409904
Marcus Berg,17,0,2.873390174625672,0.0,0.16902295144856894,0.15771174649712763,0.11020089590770842,0.21184857525733147,-0.0827856596280776,-0.496123022675232,0.27874917934364296,0.9330788815690327,-2.873390174625672,-0.19229048417450212
