match_id,competition,period,event_index,team,player,minute,second,x,y,is_goal,statsbomb_xg,body_part,shot_type,technique,play_pattern,under_pressure,is_first_time,assisted,n_defenders_in_cone,n_defenders_within_3m,distance_to_nearest_defender,gk_distance_to_goal,gk_distance_to_shot
7570,FIFA World Cup 2018,2,2858,England,Fabian Delph,66,38,86.0,50.0,0,0.0065541323,Left Foot,Open Play,Normal,From Throw In,False,False,True,1.0,0.0,8.06225774829855,1.0,35.17101079013795
7570,FIFA World Cup 2018,2,3044,England,Fabian Delph,69,52,99.0,33.0,0,0.055591382,Left Foot,Open Play,Half Volley,From Throw In,False,True,False,2.0,0.0,5.385164807134504,1.0,22.47220505424423
7570,FIFA World Cup 2018,2,3405,England,Marcus Rashford,80,24,92.0,55.0,0,0.01720768,Right Foot,Free Kick,Normal,From Free Kick,False,False,False,2.0,0.0,10.04987562112089,1.4142135623730951,30.4138126514911
7570,FIFA World Cup 2018,2,3469,England,Daniel Nii Tackie Mensah Welbeck,82,24,106.0,31.0,0,0.07303211,Left Foot,Open Play,Normal,From Corner,False,False,False,4.0,1.0,1.0,1.4142135623730951,16.401219466856727
7570,FIFA World Cup 2018,2,3679,England,Daniel Nii Tackie Mensah Welbeck,86,58,116.0,30.0,0,0.11735268,Right Foot,Open Play,Normal,From Free Kick,False,True,True,1.0,1.0,3.0,7.615773105863909,3.1622776601683795
7570,FIFA World Cup 2018,2,3732,Belgium,Dries Mertens,88,3,99.0,49.0,0,0.05145745,Right Foot,Open Play,Normal,From Goal Kick,False,True,True,2.0,0.0,6.0,2.0,21.02379604162864
7570,FIFA World Cup 2018,2,3740,Belgium,Thorgan Hazard,88,12,110.0,26.0,0,0.049130097,Right Foot,Open Play,Normal,From Goal Kick,False,False,False,2.0,1.0,2.23606797749979,4.123105625617661,13.45362404707371
7570,FIFA World Cup 2018,2,3893,Belgium,Marouane Fellaini-Bakkioui,91,28,113.0,29.0,0,0.08778975,Left Foot,Open Play,Normal,Regular Play,False,False,True,1.0,0.0,3.1622776601683795,4.47213595499958,8.602325267042627
7586,FIFA World Cup 2018,1,22,Switzerland,Xherdan Shaqiri,0,12,89.0,60.0,0,0.0066578025,Left Foot,Open Play,Normal,Regular Play,False,False,True,1.0,0.0,6.4031242374328485,2.23606797749979,34.9857113690718
7586,FIFA World Cup 2018,1,292,Switzerland,Steven Zuber,6,49,103.0,22.0,0,0.018274585,Right Foot,Open Play,Normal,From Goal Kick,False,False,True,2.0,1.0,2.8284271247461903,1.0,24.041630560342615
7586,FIFA World Cup 2018,1,313,Sweden,Marcus Berg,7,18,108.0,56.0,0,0.053133797,Right Foot,Open Play,Half Volley,Regular Play,False,True,True,1.0,0.0,5.385164807134504,3.605551275463989,16.64331697709324
7586,FIFA World Cup 2018,1,326,Sweden,Marcus Berg,7,58,104.0,41.0,0,0.13240822,Right Foot,Open Play,Normal,From Counter,False,False,True,1.0,1.0,2.23606797749979,4.0,12.041594578792296
7586,FIFA World Cup 2018,1,332,Sweden,Albin Ekdal,8,4,101.0,41.0,0,0.06509467,Right Foot,Open Play,Volley,From Counter,False,True,False,3.0,0.0,4.47213595499958,2.0,17.029386365926403
7586,FIFA World Cup 2018,1,530,Sweden,Mikael Lustig,13,16,93.0,50.0,0,0.020048771,Right Foot,Open Play,Volley,From Throw In,True,False,False,3.0,0.0,5.385164807134504,2.23606797749979,26.570660511172846
7586,FIFA World Cup 2018,1,934,Switzerland,Steven Zuber,23,19,112.0,51.0,0,0.057390075,Head,Open Play,Normal,Regular Play,False,False,True,2.0,1.0,2.8284271247461903,2.23606797749979,11.40175425099138
7586,FIFA World Cup 2018,1,1127,Sweden,Marcus Berg,27,54,108.0,49.0,0,0.076549776,Left Foot,Open Play,Half Volley,From Throw In,False,True,True,2.0,1.0,1.4142135623730951,2.0,13.45362404707371
7586,FIFA World Cup 2018,1,1289,Switzerland,Granit Xhaka,33,12,81.0,48.0,0,0.006197928,Left Foot,Open Play,Normal,Regular Play,False,False,True,2.0,0.0,8.94427190999916,2.23606797749979,38.47076812334269
7586,FIFA World Cup 2018,1,1350,Switzerland,Xherdan Shaqiri,35,47,98.0,60.0,0,0.008389957,Left Foot,Open Play,Normal,From Corner,False,False,False,3.0,0.0,7.810249675906654,4.123105625617661,26.40075756488817
7586,FIFA World Cup 2018,1,1476,Switzerland,Blerim Džemaili,37,56,104.0,31.0,0,0.059255723,Right Foot,Open Play,Normal,From Throw In,False,True,True,3.0,0.0,6.082762530298219,0.0,18.35755975068582
7586,FIFA World Cup 2018,1,1487,Sweden,Emil Peter Forsberg,39,33,90.0,51.0,0,0.02941522,Right Foot,Free Kick,Normal,From Free Kick,False,False,False,2.0,0.0,11.0,2.0,30.083217912982647
7586,FIFA World Cup 2018,1,1500,Sweden,Albin Ekdal,40,30,113.0,33.0,0,0.16979344,Right Foot,Open Play,Volley,From Corner,False,True,True,1.0,0.0,6.708203932499369,2.0,8.602325267042627
7586,FIFA World Cup 2018,2,1881,Sweden,Ola Toivonen,48,49,109.0,47.0,0,0.126767,Left Foot,Open Play,Half Volley,Regular Play,True,True,True,1.0,2.0,3.0,2.23606797749979,11.180339887498949
7586,FIFA World Cup 2018,2,2041,Switzerland,Ricardo Iván Rodríguez Araya,52,19,93.0,26.0,0,0.017152697,Right Foot,Open Play,Normal,From Corner,False,False,False,3.0,0.0,4.47213595499958,2.8284271247461903,27.730849247724095
7586,FIFA World Cup 2018,2,2425,Sweden,Emil Peter Forsberg,63,18,104.0,16.0,0,0.008370536,Right Foot,Free Kick,Normal,From Free Kick,False,False,False,2.0,0.0,10.0,1.0,28.30194339616981
7586,FIFA World Cup 2018,2,2510,Sweden,Emil Peter Forsberg,65,52,101.0,42.0,1,0.0959111,Right Foot,Open Play,Normal,Regular Play,False,False,True,1.0,0.0,5.0,2.8284271247461903,17.0
7586,FIFA World Cup 2018,2,2561,Sweden,Albin Ekdal,68,28,93.0,49.0,0,0.026191495,Right Foot,Open Play,Normal,Regular Play,False,False,True,1.0,0.0,8.246211251235321,4.47213595499958,25.495097567963924
7586,FIFA World Cup 2018,2,2564,Switzerland,Ricardo Iván Rodríguez Araya,68,47,93.0,21.0,0,0.009722147,Right Foot,Open Play,Normal,Regular Play,False,False,False,1.0,0.0,3.1622776601683795,1.0,32.202484376209235
7586,FIFA World Cup 2018,2,2614,Switzerland,Xherdan Shaqiri,70,43,104.0,58.0,0,0.025396068,Left Foot,Open Play,Normal,From Free Kick,False,False,False,1.0,1.0,2.23606797749979,2.0,22.80350850198276
7586,FIFA World Cup 2018,2,2629,Switzerland,Granit Xhaka,71,44,88.0,33.0,0,0.019179972,Left Foot,Open Play,Normal,From Corner,False,False,True,3.0,1.0,3.0,2.23606797749979,30.59411708155671
7586,FIFA World Cup 2018,2,2824,Switzerland,Xherdan Shaqiri,77,53,95.0,52.0,0,0.01532167,Left Foot,Open Play,Normal,From Corner,False,False,True,2.0,1.0,2.23606797749979,2.0,25.942243542145693
7586,FIFA World Cup 2018,2,2861,Switzerland,Michael Lang,78,19,112.0,53.0,0,0.054058094,Right Foot,Open Play,Half Volley,From Corner,False,True,False,2.0,1.0,2.23606797749979,1.4142135623730951,13.892443989449804
7586,FIFA World Cup 2018,2,2867,Switzerland,Breel-Donald Embolo,78,56,113.0,36.0,0,0.07843667,Head,Open Play,Normal,From Corner,True,False,True,4.0,4.0,1.4142135623730951,1.0,7.211102550927978
7586,FIFA World Cup 2018,2,3048,Switzerland,Ricardo Iván Rodríguez Araya,85,11,100.0,31.0,0,0.040360313,Right Foot,Open Play,Normal,From Corner,False,False,False,3.0,1.0,1.0,1.0,21.02379604162864
7586,FIFA World Cup 2018,2,3066,Switzerland,Josip Drmic,85,28,101.0,38.0,0,0.057245187,Left Foot,Open Play,Half Volley,From Corner,False,False,True,3.0,1.0,2.8284271247461903,2.8284271247461903,17.0
7586,FIFA World Cup 2018,2,3225,Switzerland,Haris Seferović,90,43,112.0,30.0,0,0.05994916,Head,Open Play,Normal,Regular Play,False,False,True,1.0,1.0,2.23606797749979,4.47213595499958,8.48528137423857
7586,FIFA World Cup 2018,2,3315,Sweden,Ola Toivonen,96,12,102.0,38.0,0,0.10691146,Right Foot,Free Kick,Normal,From Free Kick,False,False,False,5.0,0.0,9.486832980505138,1.0,18.24828759089466
7557,FIFA World Cup 2018,1,101,Portugal,Cristiano Ronaldo dos Santos Aveiro,2,28,112.0,27.0,0,0.08121445,Right Foot,Open Play,Normal,Regular Play,False,False,True,1.0,2.0,1.0,1.4142135623730951,13.892443989449804
7557,FIFA World Cup 2018,1,301,Iran,Vahid Amiri,6,28,101.0,29.0,0,0.037193935,Left Foot,Open Play,Normal,Regular Play,False,False,True,1.0,1.0,3.0,2.23606797749979,20.12461179749811
7557,FIFA World Cup 2018,1,385,Portugal,João Mário Naval da Costa Eduardo,8,32,102.0,35.0,0,0.1189627,Right Foot,Open Play,Half Volley,From Throw In,False,True,False,1.0,0.0,4.0,6.082762530298219,13.416407864998739
